lon_bin,lon_freq,lon_cfreq,lon_%tot,Category,lat_bin,lat_freq,lat_cfreq,lat_%tot,Category_lat
174.5,0,105,92.92035398,Thinned 1,,,,,
174.6,0,105,92.92035398,Thinned 1,,,,,
174.7,0,105,92.92035398,Thinned 1,,,,,
174.8,0,105,92.92035398,Thinned 1,,,,,
174.9,0,105,92.92035398,Thinned 1,,,,,
175,0,105,92.92035398,Thinned 1,,,,,
175.1,0,105,92.92035398,Thinned 1,,,,,
175.2,0,105,92.92035398,Thinned 1,,,,,
175.3,0,105,92.92035398,Thinned 1,,,,,
175.4,0,105,92.92035398,Thinned 1,,,,,
175.5,0,105,92.92035398,Thinned 1,,,,,
175.6,0,105,92.92035398,Thinned 1,,,,,
175.7,0,105,92.92035398,Thinned 1,,,,,
175.8,0,105,92.92035398,Thinned 1,,,,,
175.9,0,105,92.92035398,Thinned 1,,,,,
176,0,105,92.92035398,Thinned 1,,,,,
176.1,0,105,92.92035398,Thinned 1,,,,,
176.2,0,105,92.92035398,Thinned 1,,,,,
176.3,0,105,92.92035398,Thinned 1,,,,,
176.4,0,105,92.92035398,Thinned 1,,,,,
176.5,0,105,92.92035398,Thinned 1,,,,,
176.6,0,105,92.92035398,Thinned 1,,,,,
176.7,0,105,92.92035398,Thinned 1,,,,,
176.8,0,105,92.92035398,Thinned 1,,,,,
176.9,0,105,92.92035398,Thinned 1,,,,,
177,0,105,92.92035398,Thinned 1,,,,,
177.1,0,105,92.92035398,Thinned 1,,,,,
177.2,0,105,92.92035398,Thinned 1,,,,,
177.3,0,105,92.92035398,Thinned 1,,,,,
177.4,0,105,92.92035398,Thinned 1,,,,,
177.5,0,105,92.92035398,Thinned 1,,,,,
177.6,0,105,92.92035398,Thinned 1,,,,,
177.7,0,105,92.92035398,Thinned 1,,,,,
177.8,0,105,92.92035398,Thinned 1,,,,,
177.9,0,105,92.92035398,Thinned 1,,,,,
178,0,105,92.92035398,Thinned 1,,,,,
178.1,0,105,92.92035398,Thinned 1,,,,,
178.2,0,105,92.92035398,Thinned 1,,,,,
178.3,1,106,93.80530973,Thinned 1,,,,,
178.4,0,106,93.80530973,Thinned 1,,,,,
178.5,1,107,94.69026549,Thinned 1,,,,,
178.6,2,109,96.46017699,Thinned 1,,,,,
178.7,0,109,96.46017699,Thinned 1,,,,,
178.8,0,109,96.46017699,Thinned 1,,,,,
178.9,0,109,96.46017699,Thinned 1,,,,,
179,1,110,97.34513274,Thinned 1,,,,,
179.1,2,112,99.11504425,Thinned 1,,,,,
179.2,0,112,99.11504425,Thinned 1,,,,,
179.3,1,113,100,Thinned 1,,,,,
179.4,0,113,100,Thinned 1,,,,,
179.5,0,113,100,Thinned 1,,,,,
179.6,0,113,100,Thinned 1,,,,,
179.7,0,113,100,Thinned 1,,,,,
179.8,0,113,100,Thinned 1,,,,,
179.9,0,113,100,Thinned 1,,,,,
180,0,113,100,Thinned 1,,,,,
39,0,0,0,Thinned 2,,,,,
39.1,0,0,0,Thinned 2,,,,,
39.2,3,3,2.678571429,Thinned 2,,,,,
39.3,2,5,4.464285714,Thinned 2,,,,,
39.4,1,6,5.357142857,Thinned 2,,,,,
39.5,0,6,5.357142857,Thinned 2,,,,,
39.6,0,6,5.357142857,Thinned 2,,,,,
39.7,0,6,5.357142857,Thinned 2,,,,,
39.8,4,10,8.928571429,Thinned 2,,,,,
39.9,1,11,9.821428571,Thinned 2,,,,,
40,1,12,10.71428571,Thinned 2,,,,,
40.1,0,12,10.71428571,Thinned 2,,,,,
40.2,1,13,11.60714286,Thinned 2,,,,,
40.3,0,13,11.60714286,Thinned 2,,,,,
40.4,0,13,11.60714286,Thinned 2,,,,,
40.5,0,13,11.60714286,Thinned 2,,,,,
40.6,0,13,11.60714286,Thinned 2,,,,,
40.7,0,13,11.60714286,Thinned 2,,,,,
40.8,0,13,11.60714286,Thinned 2,,,,,
40.9,0,13,11.60714286,Thinned 2,,,,,
41,0,13,11.60714286,Thinned 2,,,,,
41.1,0,13,11.60714286,Thinned 2,,,,,
41.2,0,13,11.60714286,Thinned 2,,,,,
41.3,0,13,11.60714286,Thinned 2,,,,,
41.4,0,13,11.60714286,Thinned 2,,,,,
41.5,0,13,11.60714286,Thinned 2,,,,,
41.6,0,13,11.60714286,Thinned 2,,,,,
41.7,0,13,11.60714286,Thinned 2,,,,,
41.8,0,13,11.60714286,Thinned 2,,,,,
41.9,0,13,11.60714286,Thinned 2,,,,,
42,0,13,11.60714286,Thinned 2,,,,,
42.1,0,13,11.60714286,Thinned 2,,,,,
42.2,0,13,11.60714286,Thinned 2,,,,,
42.3,0,13,11.60714286,Thinned 2,,,,,
42.4,0,13,11.60714286,Thinned 2,,,,,
42.5,1,14,12.5,Thinned 2,,,,,
42.6,0,14,12.5,Thinned 2,,,,,
42.7,0,14,12.5,Thinned 2,,,,,
42.8,0,14,12.5,Thinned 2,,,,,
42.9,0,14,12.5,Thinned 2,,,,,
43,0,14,12.5,Thinned 2,,,,,
43.1,0,14,12.5,Thinned 2,,,,,
43.2,0,14,12.5,Thinned 2,,,,,
43.3,4,18,16.07142857,Thinned 2,,,,,
43.4,2,20,17.85714286,Thinned 2,,,,,
43.5,0,20,17.85714286,Thinned 2,,,,,
43.6,0,20,17.85714286,Thinned 2,,,,,
43.7,0,20,17.85714286,Thinned 2,,,,,
43.8,0,20,17.85714286,Thinned 2,,,,,
43.9,0,20,17.85714286,Thinned 2,,,,,
44,0,20,17.85714286,Thinned 2,,,,,
44.1,0,20,17.85714286,Thinned 2,,,,,
44.2,0,20,17.85714286,Thinned 2,,,,,
44.3,0,20,17.85714286,Thinned 2,,,,,
44.4,0,20,17.85714286,Thinned 2,,,,,
44.5,0,20,17.85714286,Thinned 2,,,,,
44.6,0,20,17.85714286,Thinned 2,,,,,
44.7,0,20,17.85714286,Thinned 2,,,,,
44.8,0,20,17.85714286,Thinned 2,,,,,
44.9,0,20,17.85714286,Thinned 2,,,,,
45,0,20,17.85714286,Thinned 2,,,,,
45.1,0,20,17.85714286,Thinned 2,,,,,
45.2,0,20,17.85714286,Thinned 2,,,,,
45.3,0,20,17.85714286,Thinned 2,,,,,
45.4,0,20,17.85714286,Thinned 2,,,,,
45.5,0,20,17.85714286,Thinned 2,,,,,
45.6,0,20,17.85714286,Thinned 2,,,,,
45.7,0,20,17.85714286,Thinned 2,,,,,
45.8,0,20,17.85714286,Thinned 2,,,,,
45.9,0,20,17.85714286,Thinned 2,,,,,
46,0,20,17.85714286,Thinned 2,,,,,
46.1,0,20,17.85714286,Thinned 2,,,,,
46.2,0,20,17.85714286,Thinned 2,,,,,
46.3,0,20,17.85714286,Thinned 2,,,,,
46.4,0,20,17.85714286,Thinned 2,,,,,
46.5,0,20,17.85714286,Thinned 2,,,,,
46.6,0,20,17.85714286,Thinned 2,,,,,
46.7,0,20,17.85714286,Thinned 2,,,,,
46.8,0,20,17.85714286,Thinned 2,,,,,
46.9,0,20,17.85714286,Thinned 2,,,,,
47,0,20,17.85714286,Thinned 2,,,,,
47.1,0,20,17.85714286,Thinned 2,,,,,
47.2,0,20,17.85714286,Thinned 2,,,,,
47.3,0,20,17.85714286,Thinned 2,,,,,
47.4,0,20,17.85714286,Thinned 2,,,,,
47.5,0,20,17.85714286,Thinned 2,,,,,
47.6,0,20,17.85714286,Thinned 2,,,,,
47.7,0,20,17.85714286,Thinned 2,,,,,
47.8,0,20,17.85714286,Thinned 2,,,,,
47.9,2,22,19.64285714,Thinned 2,,,,,
48,2,24,21.42857143,Thinned 2,,,,,
48.1,2,26,23.21428571,Thinned 2,,,,,
48.2,0,26,23.21428571,Thinned 2,,,,,
48.3,0,26,23.21428571,Thinned 2,,,,,
48.4,0,26,23.21428571,Thinned 2,,,,,
48.5,1,27,24.10714286,Thinned 2,,,,,
48.6,5,32,28.57142857,Thinned 2,,,,,
48.7,2,34,30.35714286,Thinned 2,,,,,
48.8,0,34,30.35714286,Thinned 2,,,,,
48.9,0,34,30.35714286,Thinned 2,,,,,
49,0,34,30.35714286,Thinned 2,,,,,
49.1,0,34,30.35714286,Thinned 2,,,,,
49.2,0,34,30.35714286,Thinned 2,,,,,
49.3,0,34,30.35714286,Thinned 2,,,,,
49.4,0,34,30.35714286,Thinned 2,,,,,
49.5,0,34,30.35714286,Thinned 2,,,,,
49.6,0,34,30.35714286,Thinned 2,,,,,
49.7,0,34,30.35714286,Thinned 2,,,,,
49.8,0,34,30.35714286,Thinned 2,,,,,
49.9,1,35,31.25,Thinned 2,,,,,
50,0,35,31.25,Thinned 2,,,,,
50.1,0,35,31.25,Thinned 2,,,,,
50.2,0,35,31.25,Thinned 2,,,,,
50.3,0,35,31.25,Thinned 2,,,,,
50.4,0,35,31.25,Thinned 2,,,,,
50.5,0,35,31.25,Thinned 2,,,,,
50.6,0,35,31.25,Thinned 2,,,,,
50.7,0,35,31.25,Thinned 2,,,,,
50.8,0,35,31.25,Thinned 2,,,,,
50.9,0,35,31.25,Thinned 2,,,,,
51,0,35,31.25,Thinned 2,,,,,
51.1,0,35,31.25,Thinned 2,,,,,
51.2,0,35,31.25,Thinned 2,,,,,
51.3,0,35,31.25,Thinned 2,,,,,
51.4,0,35,31.25,Thinned 2,,,,,
51.5,0,35,31.25,Thinned 2,,,,,
51.6,0,35,31.25,Thinned 2,,,,,
51.7,0,35,31.25,Thinned 2,,,,,
51.8,0,35,31.25,Thinned 2,,,,,
51.9,0,35,31.25,Thinned 2,,,,,
52,0,35,31.25,Thinned 2,,,,,
52.1,0,35,31.25,Thinned 2,,,,,
52.2,0,35,31.25,Thinned 2,,,,,
52.3,0,35,31.25,Thinned 2,,,,,
52.4,0,35,31.25,Thinned 2,,,,,
52.5,0,35,31.25,Thinned 2,,,,,
52.6,0,35,31.25,Thinned 2,,,,,
52.7,0,35,31.25,Thinned 2,,,,,
52.8,0,35,31.25,Thinned 2,,,,,
52.9,0,35,31.25,Thinned 2,,,,,
53,0,35,31.25,Thinned 2,,,,,
53.1,0,35,31.25,Thinned 2,,,,,
53.2,0,35,31.25,Thinned 2,,,,,
53.3,0,35,31.25,Thinned 2,,,,,
53.4,0,35,31.25,Thinned 2,,,,,
53.5,0,35,31.25,Thinned 2,,,,,
53.6,0,35,31.25,Thinned 2,,,,,
53.7,0,35,31.25,Thinned 2,,,,,
53.8,0,35,31.25,Thinned 2,,,,,
53.9,0,35,31.25,Thinned 2,,,,,
54,0,35,31.25,Thinned 2,,,,,
54.1,0,35,31.25,Thinned 2,,,,,
54.2,0,35,31.25,Thinned 2,,,,,
54.3,0,35,31.25,Thinned 2,,,,,
54.4,0,35,31.25,Thinned 2,,,,,
54.5,0,35,31.25,Thinned 2,,,,,
54.6,0,35,31.25,Thinned 2,,,,,
54.7,0,35,31.25,Thinned 2,,,,,
54.8,0,35,31.25,Thinned 2,,,,,
54.9,0,35,31.25,Thinned 2,,,,,
55,0,35,31.25,Thinned 2,,,,,
55.1,0,35,31.25,Thinned 2,,,,,
55.2,0,35,31.25,Thinned 2,,,,,
55.3,2,37,33.03571429,Thinned 2,,,,,
55.4,0,37,33.03571429,Thinned 2,,,,,
55.5,0,37,33.03571429,Thinned 2,,,,,
55.6,0,37,33.03571429,Thinned 2,,,,,
55.7,0,37,33.03571429,Thinned 2,,,,,
55.8,0,37,33.03571429,Thinned 2,,,,,
55.9,0,37,33.03571429,Thinned 2,,,,,
56,0,37,33.03571429,Thinned 2,,,,,
56.1,0,37,33.03571429,Thinned 2,,,,,
56.2,0,37,33.03571429,Thinned 2,,,,,
56.3,0,37,33.03571429,Thinned 2,,,,,
56.4,0,37,33.03571429,Thinned 2,,,,,
56.5,0,37,33.03571429,Thinned 2,,,,,
56.6,0,37,33.03571429,Thinned 2,,,,,
56.7,0,37,33.03571429,Thinned 2,,,,,
56.8,0,37,33.03571429,Thinned 2,,,,,
56.9,0,37,33.03571429,Thinned 2,,,,,
57,0,37,33.03571429,Thinned 2,,,,,
57.1,0,37,33.03571429,Thinned 2,,,,,
57.2,0,37,33.03571429,Thinned 2,,,,,
57.3,0,37,33.03571429,Thinned 2,,,,,
57.4,0,37,33.03571429,Thinned 2,,,,,
57.5,1,38,33.92857143,Thinned 2,,,,,
57.6,2,40,35.71428571,Thinned 2,,,,,
57.7,1,41,36.60714286,Thinned 2,,,,,
57.8,1,42,37.5,Thinned 2,,,,,
57.9,0,42,37.5,Thinned 2,,,,,
58,0,42,37.5,Thinned 2,,,,,
58.1,0,42,37.5,Thinned 2,,,,,
58.2,0,42,37.5,Thinned 2,,,,,
58.3,0,42,37.5,Thinned 2,,,,,
58.4,0,42,37.5,Thinned 2,,,,,
58.5,0,42,37.5,Thinned 2,,,,,
58.6,0,42,37.5,Thinned 2,,,,,
58.7,0,42,37.5,Thinned 2,,,,,
58.8,0,42,37.5,Thinned 2,,,,,
58.9,0,42,37.5,Thinned 2,,,,,
59,0,42,37.5,Thinned 2,,,,,
59.1,0,42,37.5,Thinned 2,,,,,
59.2,0,42,37.5,Thinned 2,,,,,
59.3,0,42,37.5,Thinned 2,,,,,
59.4,0,42,37.5,Thinned 2,,,,,
59.5,0,42,37.5,Thinned 2,,,,,
59.6,0,42,37.5,Thinned 2,,,,,
59.7,0,42,37.5,Thinned 2,,,,,
59.8,0,42,37.5,Thinned 2,,,,,
59.9,0,42,37.5,Thinned 2,,,,,
60,0,42,37.5,Thinned 2,,,,,
60.1,0,42,37.5,Thinned 2,,,,,
60.2,0,42,37.5,Thinned 2,,,,,
60.3,0,42,37.5,Thinned 2,,,,,
60.4,0,42,37.5,Thinned 2,,,,,
60.5,0,42,37.5,Thinned 2,,,,,
60.6,0,42,37.5,Thinned 2,,,,,
60.7,0,42,37.5,Thinned 2,,,,,
60.8,0,42,37.5,Thinned 2,,,,,
60.9,0,42,37.5,Thinned 2,,,,,
61,0,42,37.5,Thinned 2,,,,,
61.1,0,42,37.5,Thinned 2,,,,,
61.2,0,42,37.5,Thinned 2,,,,,
61.3,0,42,37.5,Thinned 2,,,,,
61.4,0,42,37.5,Thinned 2,,,,,
61.5,0,42,37.5,Thinned 2,,,,,
61.6,0,42,37.5,Thinned 2,,,,,
61.7,0,42,37.5,Thinned 2,,,,,
61.8,0,42,37.5,Thinned 2,,,,,
61.9,0,42,37.5,Thinned 2,,,,,
62,0,42,37.5,Thinned 2,,,,,
62.1,0,42,37.5,Thinned 2,,,,,
62.2,0,42,37.5,Thinned 2,,,,,
62.3,0,42,37.5,Thinned 2,,,,,
62.4,0,42,37.5,Thinned 2,,,,,
62.5,0,42,37.5,Thinned 2,,,,,
62.6,0,42,37.5,Thinned 2,,,,,
62.7,0,42,37.5,Thinned 2,,,,,
62.8,0,42,37.5,Thinned 2,,,,,
62.9,0,42,37.5,Thinned 2,,,,,
63,0,42,37.5,Thinned 2,,,,,
63.1,0,42,37.5,Thinned 2,,,,,
63.2,0,42,37.5,Thinned 2,,,,,
63.3,0,42,37.5,Thinned 2,,,,,
63.4,0,42,37.5,Thinned 2,,,,,
63.5,0,42,37.5,Thinned 2,,,,,
63.6,0,42,37.5,Thinned 2,,,,,
63.7,0,42,37.5,Thinned 2,,,,,
63.8,0,42,37.5,Thinned 2,,,,,
63.9,0,42,37.5,Thinned 2,,,,,
64,0,42,37.5,Thinned 2,,,,,
64.1,0,42,37.5,Thinned 2,,,,,
64.2,0,42,37.5,Thinned 2,,,,,
64.3,0,42,37.5,Thinned 2,,,,,
64.4,0,42,37.5,Thinned 2,,,,,
64.5,0,42,37.5,Thinned 2,,,,,
64.6,0,42,37.5,Thinned 2,,,,,
64.7,0,42,37.5,Thinned 2,,,,,
64.8,0,42,37.5,Thinned 2,,,,,
64.9,0,42,37.5,Thinned 2,,,,,
65,0,42,37.5,Thinned 2,,,,,
65.1,0,42,37.5,Thinned 2,,,,,
65.2,0,42,37.5,Thinned 2,,,,,
65.3,0,42,37.5,Thinned 2,,,,,
65.4,0,42,37.5,Thinned 2,,,,,
65.5,0,42,37.5,Thinned 2,,,,,
65.6,0,42,37.5,Thinned 2,,,,,
65.7,0,42,37.5,Thinned 2,,,,,
65.8,0,42,37.5,Thinned 2,,,,,
65.9,0,42,37.5,Thinned 2,,,,,
66,0,42,37.5,Thinned 2,,,,,
66.1,0,42,37.5,Thinned 2,,,,,
66.2,0,42,37.5,Thinned 2,,,,,
66.3,0,42,37.5,Thinned 2,,,,,
66.4,0,42,37.5,Thinned 2,,,,,
66.5,0,42,37.5,Thinned 2,,,,,
66.6,0,42,37.5,Thinned 2,,,,,
66.7,0,42,37.5,Thinned 2,,,,,
66.8,0,42,37.5,Thinned 2,,,,,
66.9,0,42,37.5,Thinned 2,,,,,
67,0,42,37.5,Thinned 2,,,,,
67.1,0,42,37.5,Thinned 2,,,,,
67.2,0,42,37.5,Thinned 2,,,,,
67.3,0,42,37.5,Thinned 2,,,,,
67.4,0,42,37.5,Thinned 2,,,,,
67.5,0,42,37.5,Thinned 2,,,,,
67.6,0,42,37.5,Thinned 2,,,,,
67.7,0,42,37.5,Thinned 2,,,,,
67.8,0,42,37.5,Thinned 2,,,,,
67.9,0,42,37.5,Thinned 2,,,,,
68,0,42,37.5,Thinned 2,,,,,
68.1,0,42,37.5,Thinned 2,,,,,
68.2,0,42,37.5,Thinned 2,,,,,
68.3,0,42,37.5,Thinned 2,,,,,
68.4,0,42,37.5,Thinned 2,,,,,
68.5,0,42,37.5,Thinned 2,,,,,
68.6,0,42,37.5,Thinned 2,,,,,
68.7,0,42,37.5,Thinned 2,,,,,
68.8,0,42,37.5,Thinned 2,,,,,
68.9,0,42,37.5,Thinned 2,,,,,
69,0,42,37.5,Thinned 2,,,,,
69.1,0,42,37.5,Thinned 2,,,,,
69.2,0,42,37.5,Thinned 2,,,,,
69.3,0,42,37.5,Thinned 2,,,,,
69.4,0,42,37.5,Thinned 2,,,,,
69.5,0,42,37.5,Thinned 2,,,,,
69.6,0,42,37.5,Thinned 2,,,,,
69.7,0,42,37.5,Thinned 2,,,,,
69.8,0,42,37.5,Thinned 2,,,,,
69.9,0,42,37.5,Thinned 2,,,,,
70,0,42,37.5,Thinned 2,,,,,
70.1,0,42,37.5,Thinned 2,,,,,
70.2,0,42,37.5,Thinned 2,,,,,
70.3,0,42,37.5,Thinned 2,,,,,
70.4,0,42,37.5,Thinned 2,,,,,
70.5,0,42,37.5,Thinned 2,,,,,
70.6,0,42,37.5,Thinned 2,,,,,
70.7,0,42,37.5,Thinned 2,,,,,
70.8,0,42,37.5,Thinned 2,,,,,
70.9,0,42,37.5,Thinned 2,,,,,
71,0,42,37.5,Thinned 2,,,,,
71.1,0,42,37.5,Thinned 2,,,,,
71.2,0,42,37.5,Thinned 2,,,,,
71.3,0,42,37.5,Thinned 2,,,,,
71.4,0,42,37.5,Thinned 2,,,,,
71.5,0,42,37.5,Thinned 2,,,,,
71.6,0,42,37.5,Thinned 2,,,,,
71.7,0,42,37.5,Thinned 2,,,,,
71.8,0,42,37.5,Thinned 2,,,,,
71.9,0,42,37.5,Thinned 2,,,,,
72,0,42,37.5,Thinned 2,,,,,
72.1,0,42,37.5,Thinned 2,,,,,
72.2,1,43,38.39285714,Thinned 2,,,,,
72.3,1,44,39.28571429,Thinned 2,,,,,
72.4,0,44,39.28571429,Thinned 2,,,,,
72.5,0,44,39.28571429,Thinned 2,,,,,
72.6,0,44,39.28571429,Thinned 2,,,,,
72.7,1,45,40.17857143,Thinned 2,,,,,
72.8,2,47,41.96428571,Thinned 2,,,,,
72.9,0,47,41.96428571,Thinned 2,,,,,
73,0,47,41.96428571,Thinned 2,,,,,
73.1,0,47,41.96428571,Thinned 2,,,,,
73.2,1,48,42.85714286,Thinned 2,,,,,
73.3,0,48,42.85714286,Thinned 2,,,,,
73.4,0,48,42.85714286,Thinned 2,,,,,
73.5,2,50,44.64285714,Thinned 2,,,,,
73.6,0,50,44.64285714,Thinned 2,,,,,
73.7,2,52,46.42857143,Thinned 2,,,,,
73.8,0,52,46.42857143,Thinned 2,,,,,
73.9,0,52,46.42857143,Thinned 2,,,,,
74,0,52,46.42857143,Thinned 2,,,,,
74.1,0,52,46.42857143,Thinned 2,,,,,
74.2,0,52,46.42857143,Thinned 2,,,,,
74.3,0,52,46.42857143,Thinned 2,,,,,
74.4,0,52,46.42857143,Thinned 2,,,,,
74.5,0,52,46.42857143,Thinned 2,,,,,
74.6,0,52,46.42857143,Thinned 2,,,,,
74.7,0,52,46.42857143,Thinned 2,,,,,
74.8,0,52,46.42857143,Thinned 2,,,,,
74.9,0,52,46.42857143,Thinned 2,,,,,
75,0,52,46.42857143,Thinned 2,,,,,
75.1,0,52,46.42857143,Thinned 2,,,,,
75.2,0,52,46.42857143,Thinned 2,,,,,
75.3,0,52,46.42857143,Thinned 2,,,,,
75.4,0,52,46.42857143,Thinned 2,,,,,
75.5,0,52,46.42857143,Thinned 2,,,,,
75.6,0,52,46.42857143,Thinned 2,,,,,
75.7,0,52,46.42857143,Thinned 2,,,,,
75.8,0,52,46.42857143,Thinned 2,,,,,
75.9,0,52,46.42857143,Thinned 2,,,,,
76,0,52,46.42857143,Thinned 2,,,,,
76.1,0,52,46.42857143,Thinned 2,,,,,
76.2,0,52,46.42857143,Thinned 2,,,,,
76.3,0,52,46.42857143,Thinned 2,,,,,
76.4,0,52,46.42857143,Thinned 2,,,,,
76.5,0,52,46.42857143,Thinned 2,,,,,
76.6,0,52,46.42857143,Thinned 2,,,,,
76.7,0,52,46.42857143,Thinned 2,,,,,
76.8,0,52,46.42857143,Thinned 2,,,,,
76.9,0,52,46.42857143,Thinned 2,,,,,
77,0,52,46.42857143,Thinned 2,,,,,
77.1,0,52,46.42857143,Thinned 2,,,,,
77.2,0,52,46.42857143,Thinned 2,,,,,
77.3,0,52,46.42857143,Thinned 2,,,,,
77.4,0,52,46.42857143,Thinned 2,,,,,
77.5,0,52,46.42857143,Thinned 2,,,,,
77.6,0,52,46.42857143,Thinned 2,,,,,
77.7,0,52,46.42857143,Thinned 2,,,,,
77.8,0,52,46.42857143,Thinned 2,,,,,
77.9,0,52,46.42857143,Thinned 2,,,,,
78,0,52,46.42857143,Thinned 2,,,,,
78.1,0,52,46.42857143,Thinned 2,,,,,
78.2,0,52,46.42857143,Thinned 2,,,,,
78.3,0,52,46.42857143,Thinned 2,,,,,
78.4,0,52,46.42857143,Thinned 2,,,,,
78.5,0,52,46.42857143,Thinned 2,,,,,
78.6,0,52,46.42857143,Thinned 2,,,,,
78.7,0,52,46.42857143,Thinned 2,,,,,
78.8,0,52,46.42857143,Thinned 2,,,,,
78.9,0,52,46.42857143,Thinned 2,,,,,
79,0,52,46.42857143,Thinned 2,,,,,
79.1,0,52,46.42857143,Thinned 2,,,,,
79.2,0,52,46.42857143,Thinned 2,,,,,
79.3,0,52,46.42857143,Thinned 2,,,,,
79.4,0,52,46.42857143,Thinned 2,,,,,
79.5,0,52,46.42857143,Thinned 2,,,,,
79.6,0,52,46.42857143,Thinned 2,,,,,
79.7,0,52,46.42857143,Thinned 2,,,,,
79.8,0,52,46.42857143,Thinned 2,,,,,
79.9,0,52,46.42857143,Thinned 2,,,,,
80,0,52,46.42857143,Thinned 2,,,,,
80.1,0,52,46.42857143,Thinned 2,,,,,
80.2,0,52,46.42857143,Thinned 2,,,,,
80.3,0,52,46.42857143,Thinned 2,,,,,
80.4,0,52,46.42857143,Thinned 2,,,,,
80.5,0,52,46.42857143,Thinned 2,,,,,
80.6,0,52,46.42857143,Thinned 2,,,,,
80.7,0,52,46.42857143,Thinned 2,,,,,
80.8,0,52,46.42857143,Thinned 2,,,,,
80.9,0,52,46.42857143,Thinned 2,,,,,
81,0,52,46.42857143,Thinned 2,,,,,
81.1,0,52,46.42857143,Thinned 2,,,,,
81.2,0,52,46.42857143,Thinned 2,,,,,
81.3,0,52,46.42857143,Thinned 2,,,,,
81.4,0,52,46.42857143,Thinned 2,,,,,
81.5,0,52,46.42857143,Thinned 2,,,,,
81.6,0,52,46.42857143,Thinned 2,,,,,
81.7,0,52,46.42857143,Thinned 2,,,,,
81.8,0,52,46.42857143,Thinned 2,,,,,
81.9,0,52,46.42857143,Thinned 2,,,,,
82,0,52,46.42857143,Thinned 2,,,,,
82.1,0,52,46.42857143,Thinned 2,,,,,
82.2,0,52,46.42857143,Thinned 2,,,,,
82.3,0,52,46.42857143,Thinned 2,,,,,
82.4,0,52,46.42857143,Thinned 2,,,,,
82.5,0,52,46.42857143,Thinned 2,,,,,
82.6,0,52,46.42857143,Thinned 2,,,,,
82.7,0,52,46.42857143,Thinned 2,,,,,
82.8,0,52,46.42857143,Thinned 2,,,,,
82.9,0,52,46.42857143,Thinned 2,,,,,
83,0,52,46.42857143,Thinned 2,,,,,
83.1,0,52,46.42857143,Thinned 2,,,,,
83.2,0,52,46.42857143,Thinned 2,,,,,
83.3,0,52,46.42857143,Thinned 2,,,,,
83.4,0,52,46.42857143,Thinned 2,,,,,
83.5,0,52,46.42857143,Thinned 2,,,,,
83.6,0,52,46.42857143,Thinned 2,,,,,
83.7,0,52,46.42857143,Thinned 2,,,,,
83.8,0,52,46.42857143,Thinned 2,,,,,
83.9,0,52,46.42857143,Thinned 2,,,,,
84,0,52,46.42857143,Thinned 2,,,,,
84.1,0,52,46.42857143,Thinned 2,,,,,
84.2,0,52,46.42857143,Thinned 2,,,,,
84.3,0,52,46.42857143,Thinned 2,,,,,
84.4,0,52,46.42857143,Thinned 2,,,,,
84.5,0,52,46.42857143,Thinned 2,,,,,
84.6,0,52,46.42857143,Thinned 2,,,,,
84.7,0,52,46.42857143,Thinned 2,,,,,
84.8,0,52,46.42857143,Thinned 2,,,,,
84.9,0,52,46.42857143,Thinned 2,,,,,
85,0,52,46.42857143,Thinned 2,,,,,
85.1,0,52,46.42857143,Thinned 2,,,,,
85.2,0,52,46.42857143,Thinned 2,,,,,
85.3,0,52,46.42857143,Thinned 2,,,,,
85.4,0,52,46.42857143,Thinned 2,,,,,
85.5,0,52,46.42857143,Thinned 2,,,,,
85.6,0,52,46.42857143,Thinned 2,,,,,
85.7,0,52,46.42857143,Thinned 2,,,,,
85.8,0,52,46.42857143,Thinned 2,,,,,
85.9,0,52,46.42857143,Thinned 2,,,,,
86,0,52,46.42857143,Thinned 2,,,,,
86.1,0,52,46.42857143,Thinned 2,,,,,
86.2,0,52,46.42857143,Thinned 2,,,,,
86.3,0,52,46.42857143,Thinned 2,,,,,
86.4,0,52,46.42857143,Thinned 2,,,,,
86.5,0,52,46.42857143,Thinned 2,,,,,
86.6,0,52,46.42857143,Thinned 2,,,,,
86.7,0,52,46.42857143,Thinned 2,,,,,
86.8,0,52,46.42857143,Thinned 2,,,,,
86.9,0,52,46.42857143,Thinned 2,,,,,
87,0,52,46.42857143,Thinned 2,,,,,
87.1,0,52,46.42857143,Thinned 2,,,,,
87.2,0,52,46.42857143,Thinned 2,,,,,
87.3,0,52,46.42857143,Thinned 2,,,,,
87.4,0,52,46.42857143,Thinned 2,,,,,
87.5,0,52,46.42857143,Thinned 2,,,,,
87.6,0,52,46.42857143,Thinned 2,,,,,
87.7,0,52,46.42857143,Thinned 2,,,,,
87.8,0,52,46.42857143,Thinned 2,,,,,
87.9,0,52,46.42857143,Thinned 2,,,,,
88,0,52,46.42857143,Thinned 2,,,,,
88.1,0,52,46.42857143,Thinned 2,,,,,
88.2,0,52,46.42857143,Thinned 2,,,,,
88.3,0,52,46.42857143,Thinned 2,,,,,
88.4,0,52,46.42857143,Thinned 2,,,,,
88.5,0,52,46.42857143,Thinned 2,,,,,
88.6,0,52,46.42857143,Thinned 2,,,,,
88.7,0,52,46.42857143,Thinned 2,,,,,
88.8,0,52,46.42857143,Thinned 2,,,,,
88.9,0,52,46.42857143,Thinned 2,,,,,
89,0,52,46.42857143,Thinned 2,,,,,
